optimizer,seed,task,epret,eplen,rstep,obs_delay_mean,act_delay_mean,actor_dorm,value_dorm
adam,0,27,882.1791599818638,273.4403163364955,3.239955016544887,1.5003142952919006,1.4999560969216483,6.448413099561419,43.37570980616978
adam,0,28,833.1897194602273,248.07863825017756,3.3730419115586714,1.0007925629615784,2.4995274977250532,7.133838696913286,43.46746063232422
adam,0,29,391.4158380681818,173.29307972301137,2.2630012035369873,3.500146649100564,2.0014973011883823,8.333333969116211,43.78681390935724
adam,0,30,297.7483825683594,135.14982169015067,2.2134153842926025,3.500015684536525,3.4995677641459872,6.994047846112933,43.559718540736604
adam,0,31,419.36995286207934,165.7797652024489,2.5451577259944034,1.9989377902104304,3.50005369919997,6.944444766411414,43.4936637878418
adam,0,32,617.8192702073318,228.81915752704327,2.7200388724987326,0.5000653542005099,1.9995567798614502,6.089743980994592,44.016093034010666
adam,0,33,421.9115041097005,171.86358769734701,2.465653379758199,2.499307096004486,2.4995012283325195,6.9444446961085005,44.132188161214195
adam,0,34,329.8628234863281,145.86377334594727,2.2658010125160217,3.499601642290751,3.500511646270752,8.854167461395264,44.16471481323242
adam,0,35,673.7793833414713,249.21845372517905,2.711988011995951,1.4999220470587413,0.5003238345185915,7.175926208496094,45.19255701700846
adam,0,36,644.478466796875,232.16289520263672,2.7764624118804933,0.9995300710201264,0.9999613761901855,6.94444465637207,45.32396469116211
adam,0,37,752.7512893676758,233.3753604888916,3.2401579320430756,0.9998340904712677,1.499425321817398,6.94444465637207,45.550350189208984
adam,0,38,517.7746677398682,187.0348663330078,2.7817331850528717,1.4999726936221123,2.9999581277370453,7.248264193534851,44.77458953857422
adam,0,39,714.7573181152344,228.270947265625,3.1452896118164064,0.5002151697874069,3.5001211404800414,7.013889217376709,45.753316497802736
regrama,0,0,96.60933685302734,83.58606274922688,1.171402245759964,3.500385800997416,2.499766925970713,0.0,3.0510016779104867
regrama,0,1,158.45163072858537,105.87964194161552,1.5060634442738123,2.0006082313401357,3.4999823229653493,1.0912698933056422,14.759673867906843
regrama,0,2,199.81573104858398,117.77157592773438,1.7074812750021617,2.500192940235138,2.5003819863001504,1.7939816017945607,18.911006768544514
regrama,0,3,196.03673206676137,114.02233956076883,1.7300382419065996,3.0000042481855913,3.500207229094072,2.6515152887864546,21.63792436773127
regrama,0,4,214.99527486165366,120.17608578999837,1.7962224582831066,2.4992095629374185,1.50089693069458,2.3726853330930076,23.432213465372723
regrama,0,5,255.86566162109375,133.91395291415128,1.9190014817497947,1.4996805407784202,1.5008600841869006,2.777777910232544,26.53466658158736
regrama,0,6,409.36542256673175,181.14788309733072,2.2654189467430115,0.49992456038792926,1.5003327826658885,3.356481591860453,27.862345854441326
regrama,0,7,275.87962223933295,130.11266268216647,2.134666241132296,1.9991158063595111,2.9996968782865086,3.472222328186035,29.514200797447792
regrama,0,8,429.8407052847055,174.79082547701321,2.465267016337468,2.000378049336947,1.4998740599705622,2.777777910232544,31.24962307856633
regrama,0,9,255.7611060509315,120.66699805626503,2.1312600465921254,3.5001166600447435,2.99989285835853,3.472222328186035,31.08749008178711
regrama,0,10,291.4729825533353,137.87631225585938,2.120802585895245,3.5000423101278453,2.4999871804164004,4.113248164837177,33.261273017296425
regrama,0,11,463.0582791841947,176.83798217773438,2.625017312856821,2.4998369216918945,1.4999284285765428,3.472222328186035,32.87695811345027
regrama,0,12,414.48949640447444,183.7602400346236,2.267229210246693,1.499864556572654,1.4995741844177246,3.093434463847767,33.482363267378375
regrama,0,13,552.5367380777994,202.4809112548828,2.7340288956960044,1.4998656709988911,1.49996613462766,3.7615742683410645,34.24407831827799
regrama,0,14,359.4758605957031,145.7279052734375,2.477550571615046,3.0004203753037886,1.9988380670547485,3.78787899017334,34.362357052889735
regrama,0,15,397.04552283653845,165.1606961763822,2.411434742120596,2.499954315332266,1.5003255605697632,4.861111164093018,35.272921342116135
regrama,0,16,411.8094870827415,153.53764481977984,2.6862558018077505,2.0004097006537696,2.4994770830327813,5.303030490875244,35.59009066495028
regrama,0,17,414.9007034301758,170.96277236938477,2.4300963083902993,2.49918923775355,1.499798725048701,5.960648536682129,36.16965707143148
regrama,0,18,416.81909833635603,179.34054129464286,2.3289557695388794,1.4998750686645508,1.9990659952163696,5.555555820465088,36.52838025774275
regrama,0,19,356.89764639047473,146.88106830303485,2.437261251302866,3.4997903933891883,1.4995504984488854,5.929487558511587,36.77415378277119
regrama,0,20,338.02047452059657,150.4893132990057,2.25873478976163,2.9997309771451084,2.0004656965082344,6.186869144439697,37.59846669977362
regrama,0,21,349.1830509730748,143.8750762939453,2.4356190136500766,2.998983212879726,2.499471460069929,6.051587683813913,36.54510852268764
regrama,0,22,477.8914240056818,192.26278547807172,2.491424560546875,1.5002099709077314,1.5004332932558926,5.9974751472473145,37.69072411277077
regrama,0,23,616.9251376065341,199.37901999733666,3.113219217820601,1.000418489629572,2.500117995522239,6.313131765885786,36.64750428633256
regrama,0,24,561.6730794270833,210.79239298502605,2.6684900919596353,1.4999189853668213,1.5000590324401855,5.694444751739502,36.75253651936849
regrama,0,25,931.8665517171224,277.3854751586914,3.382058839003245,0.999999612569809,1.4995808402697246,6.597222566604614,37.782981872558594
regrama,0,26,331.493671764027,131.54490730979225,2.5293013832785864,2.9999149929393423,2.4985912062905054,6.94444465637207,35.26364101063121
