optimizer,seed,task,epret,eplen,rstep,obs_delay_mean,act_delay_mean,actor_dorm,value_dorm
adam,0,15,457.3791809082031,198.7462674654447,2.300740150304941,2.499954315332266,1.5003255605697632,4.967948803534875,39.614482586200424
adam,0,16,443.893310546875,172.3874275901101,2.5898209485140713,2.0004097006537696,2.4994770830327813,4.924242669885809,39.684903925115414
adam,0,17,489.9679183959961,202.18987528483072,2.435100038846334,2.49918923775355,1.499798725048701,5.092592716217041,40.352587381998696
adam,0,18,498.00771876743863,208.83614785330636,2.3941453524998257,1.4998750686645508,1.9990659952163696,5.555555820465088,40.86093248639788
adam,0,19,451.7359220064603,189.64500309870795,2.3851446555210996,3.4997903933891883,1.4995504984488854,6.250000476837158,42.20860818716196
adam,0,20,407.8577492453835,182.60973566228694,2.2416994788429956,2.9997309771451084,2.0004656965082344,6.123737812042236,42.41004597056996
adam,0,21,397.3719809395926,170.86920492989677,2.3315566948481967,2.998983212879726,2.499471460069929,6.250000476837158,41.920372009277344
adam,0,22,523.4074096679688,210.7827911376953,2.4939134987917813,1.5002099709077314,1.5004332932558926,6.250000476837158,42.736495624889024
adam,0,23,563.5263394442471,194.86460182883522,2.8973951773210005,1.000418489629572,2.500117995522239,6.8181821216236465,42.09779011119496
adam,0,24,608.7225463867187,230.0303985595703,2.653814665476481,1.4999189853668213,1.5000590324401855,7.592593002319336,42.44079844156901
adam,0,25,879.2249501546224,270.250784556071,3.260003368059794,0.999999612569809,1.4995808402697246,6.94444465637207,43.429610888163246
adam,0,26,397.9269104003906,168.82317005504262,2.3638697537508877,2.9999149929393423,2.4985912062905054,8.333333969116211,42.89972062544389
