optimizer,seed,task,obs_delay,act_delay,epret,eplen,rstep,astd,actor_dorm,value_dorm
cbp,0,6,3,3,471.4776282677284,168.15161837064304,2.812591846172626,0.2491109577509073,1.388888955116272,10.556655957148624
cbp,0,7,4,3,346.3977111816406,141.4142623901367,2.4562973022460937,0.24838843047618867,1.388888955116272,9.648711681365967
cbp,0,8,4,4,281.5293180025541,134.93120985764725,2.094924413240873,0.24406576041991895,1.388888955116272,9.794030849750225
cbp,0,9,5,4,250.47323862711588,127.14554659525554,1.9804235100746155,0.23464064796765646,2.0833334922790527,10.870413462320963
cbp,0,10,5,5,293.3497841574929,151.31848699396306,1.9466920657591387,0.230813359672373,2.0833334922790527,12.312823208895596
cbp,0,11,6,5,427.5171691894531,193.84483947753907,2.216933989524841,0.23275675028562545,1.9444445848464966,13.653395175933838
cbp,0,12,6,6,645.6489601135254,244.6913890838623,2.651898592710495,0.23896723799407482,1.4756945222616196,15.832356929779053
cbp,0,13,7,6,957.1525695800781,319.59332885742185,3.0050016164779665,0.24765659272670745,1.388888955116272,18.07181797027588
cbp,0,14,7,7,1377.293477376302,415.90179443359375,3.324808418750763,0.25527117649714154,2.025463114182154,21.467602570851643
cbp,0,15,8,7,1671.2233032226563,489.6145263671875,3.4306521654129027,0.25656924545764925,2.0833334922790527,25.222481536865235
cbp,0,16,8,8,1708.8667461688701,490.33037625826324,3.4937285093160777,0.26048484215369594,1.9764958711770864,24.536118580744816
cbp,0,17,9,8,1206.7094504616477,356.4551724520597,3.3881284540349785,0.25561573288657446,2.0833334922790527,24.1643593528054
cbp,0,18,9,9,967.2029296875,297.19907633463544,3.262792778015137,0.25598456859588625,2.0833334922790527,24.845172119140624
cbp,0,19,10,9,753.3293678977273,242.72403092817828,3.103312535719438,0.2558892992409793,2.0833334922790527,24.94499969482422
cbp,0,20,10,10,535.3690104166667,187.36824544270834,2.860781987508138,0.25245652000109353,2.0833334922790527,24.631797154744465
shrink_and_perturb,0,0,0,0,3556.9495442708335,660.7813212076823,5.5340922276179,0.3501456156373024,0.0,11.559978802998861
shrink_and_perturb,0,1,1,0,2852.2741350446427,508.39093017578125,5.650753940854754,0.32857611988271984,0.9920635393687657,11.993977274213519
shrink_and_perturb,0,2,1,1,1770.8786288174715,373.60706953568894,4.7675510319796475,0.2972145405682651,1.388888955116272,12.66765984621915
shrink_and_perturb,0,3,2,1,1458.4702072143555,337.83188247680664,4.351948648691177,0.2687574867159128,1.388888955116272,14.007610559463501
shrink_and_perturb,0,4,2,2,834.270576985677,227.29638061523437,3.694627523422241,0.24794226090113322,2.0833334922790527,14.244079526265462
shrink_and_perturb,0,5,3,2,740.0879455566406,221.84648590087892,3.3466686725616457,0.24241992384195327,2.0833334922790527,16.43247413635254
shrink_and_perturb,0,6,3,3,545.0449993426984,182.51883990948016,2.9999558192033033,0.23515116366056296,2.0833334922790527,17.804598881648136
shrink_and_perturb,0,7,4,3,313.8693572998047,129.30615692138673,2.435603404045105,0.23216553330421447,2.0833334922790527,19.96096725463867
shrink_and_perturb,0,8,4,4,226.75414100060095,108.23233501727765,2.105469740354098,0.22790922339145953,2.0833334922790527,22.00204115647536
shrink_and_perturb,0,9,5,4,239.11003875732422,123.84782600402832,1.938053955634435,0.22752405206362405,2.0833334922790527,28.11605389912923
shrink_and_perturb,0,10,5,5,406.8657503995028,186.12744279341265,2.2004978223280474,0.23967946523969824,2.0833334922790527,30.88496034795588
shrink_and_perturb,0,11,6,5,768.8664367675781,282.69867553710935,2.737158703804016,0.24844416677951814,2.0833334922790527,32.75565872192383
shrink_and_perturb,0,12,6,6,1288.7012176513672,404.40497970581055,3.1894651055336,0.2510333647951484,2.0833334922790527,35.17271423339844
shrink_and_perturb,0,13,7,6,1545.37890625,456.8672821044922,3.397042441368103,0.2510695680975914,2.0833334922790527,36.432472229003906
shrink_and_perturb,0,14,7,7,1544.8211161295574,462.94178263346356,3.350575884183248,0.24663524453838667,2.0833334922790527,37.217017809549965
shrink_and_perturb,0,15,8,7,1459.1470703125,435.60194396972656,3.3618550062179566,0.24472383856773378,2.0833334922790527,37.829820251464845
shrink_and_perturb,0,16,8,8,1161.8906907301682,362.6692387507512,3.2080112053797794,0.24207629378025347,2.510683903327355,38.83984785813551
shrink_and_perturb,0,17,9,8,1026.030606356534,331.24399358575994,3.113116069273515,0.2451291883533651,2.777777910232544,39.89780564741655
shrink_and_perturb,0,18,9,9,802.5153076171875,267.74444580078125,3.006195894877116,0.24364268481731416,2.268518670399984,40.052041117350264
shrink_and_perturb,0,19,10,9,723.9207375266335,254.32590553977272,2.855473214929754,0.2366888238625093,2.0833334922790527,40.62876822731712
shrink_and_perturb,0,20,10,10,657.0886027018229,238.57375793457032,2.7534759362538654,0.22747216025988262,2.638889026641846,41.86312510172526
adam,1,0,0,0,3086.1383158365884,615.078961690267,5.194876154263814,0.35160042097171146,0.0,10.84439222017924
adam,1,1,1,0,2393.1085379464284,446.6068660191127,5.39467488016401,0.324094472186906,0.0,11.397345542907715
adam,1,2,1,1,1373.6363636363637,293.6696319580078,4.6962454535744405,0.2958473102612929,0.4419192129915411,11.603150541132147
adam,1,3,2,1,1135.2802429199219,274.41450214385986,4.169397920370102,0.2770461216568947,1.1718750558793545,12.909835755825043
adam,1,4,2,2,783.8110188802083,217.3593516031901,3.628994433085124,0.2660081485907237,1.388888955116272,14.25448824564616
adam,1,5,3,2,540.188363647461,170.21329040527343,3.1826990127563475,0.2604409158229828,1.388888955116272,15.464480113983154
adam,1,6,3,3,401.69749802809497,142.52316284179688,2.823691936639639,0.2584385023667262,1.8696582500751202,16.92788006709172
adam,1,7,4,3,243.30772094726564,105.68748474121094,2.314816379547119,0.2560098677873611,2.152777922153473,18.51678333282471
adam,1,8,4,4,182.10423278808594,95.18435258131761,1.9236605625886183,0.2489722164777609,2.5641027047083926,20.86110496520996
adam,1,9,5,4,238.22412109375,122.31965510050456,1.9549665053685505,0.24147735039393106,2.777777910232544,27.042673746744793
adam,1,10,5,5,466.1667785644531,202.23166170987216,2.325987360694192,0.2465023777701638,2.3358587351712314,31.438505346124824
adam,1,11,6,5,745.6406555175781,278.28834381103513,2.6860921144485475,0.24942236840724946,2.0833334922790527,33.551911163330075
adam,1,12,6,6,1000.0491180419922,334.99080657958984,3.0032864660024643,0.2560313232243061,1.388888955116272,34.992191314697266
adam,1,13,7,6,1228.4049438476563,379.5922546386719,3.2540812730789184,0.2536537557840347,1.388888955116272,36.705697250366214
adam,1,14,7,7,1222.2950134277344,373.0136998494466,3.2889583508173623,0.2496615213652452,1.7939816017945607,36.73562145233154
adam,1,15,8,7,1234.1864013671875,379.5277160644531,3.2637069702148436,0.2564256191253662,1.388888955116272,37.650273132324216
adam,1,16,8,8,1019.7899545522837,329.2793884277344,3.1053385734558105,0.2612852339561169,1.4957265762182383,38.2453607412485
adam,1,17,9,8,795.6739113547585,277.45977505770594,2.8734151016582143,0.2849508063359694,1.388888955116272,38.49975100430575
adam,1,18,9,9,587.5968872070313,227.27437540690104,2.5979196707407635,0.26697065234184264,1.388888955116272,39.95316009521484
adam,1,19,10,9,730.5833407315341,287.39462835138494,2.559099023992365,0.27048767154867,2.398990045894276,41.88488838889382
adam,1,20,10,10,777.0685587565105,285.52964884440104,2.7216766516367596,0.269320543607076,3.981481742858887,42.21181081136068
regrama,1,0,0,0,3136.0303243001304,626.7708511352539,5.201121886571248,0.35066302369038266,0.0,10.928961753845215
regrama,1,1,1,0,2621.819065638951,484.218263898577,5.465511117662702,0.32758707233837675,0.7936508314950126,11.447529520307269
regrama,1,2,1,1,1830.2628839666193,387.4507529518821,4.740303429690274,0.3028641397302801,1.136363690549677,12.085727951743387
regrama,1,3,2,1,1662.9717254638672,374.84121322631836,4.473817378282547,0.2604028359055519,1.388888955116272,13.631927490234375
regrama,1,4,2,2,890.1551391601563,239.15532735188802,3.7430623531341554,0.23657032251358032,1.5740741650263468,14.22326234181722
regrama,1,5,3,2,601.1838195800781,192.12281494140626,3.1469725131988526,0.23407921195030212,2.5694445848464964,15.909445190429688
regrama,1,6,3,3,403.93001615084137,150.87490492600662,2.6905898864452658,0.22891416801856115,2.777777910232544,16.933884987464317
regrama,1,7,4,3,276.3340270996094,122.64786376953126,2.2630205392837524,0.21638967394828795,2.777777910232544,18.875878143310548
regrama,1,8,4,4,215.1055403489333,107.85634495661809,2.0068303988530087,0.21256314791165865,2.777777910232544,19.72016980097844
regrama,1,9,5,4,220.5764643351237,119.5734265645345,1.8561602731545765,0.2097915361324946,2.777777910232544,24.61618439356486
regrama,1,10,5,5,357.57295365767044,169.5888338955966,2.1179762970317495,0.21779163859107278,3.472222328186035,27.59917519309304
regrama,1,11,6,5,586.7942077636719,229.3647018432617,2.5657060146331787,0.2203213468194008,3.472222328186035,28.040592002868653
regrama,1,12,6,6,980.6426467895508,316.4625244140625,3.112314909696579,0.23055543657392263,2.9079862385988235,29.761903762817383
regrama,1,13,7,6,1391.6888549804687,404.41005249023436,3.4534088134765626,0.23604706525802613,3.1944445610046386,31.44418296813965
regrama,1,14,7,7,1360.5612080891926,395.77420298258465,3.436827003955841,0.24308235570788383,3.356481591860453,32.136351108551025
regrama,1,15,8,7,1071.9166320800782,321.9368133544922,3.3327826261520386,0.23558121621608735,3.472222328186035,31.842309761047364
regrama,1,16,8,8,1069.5134605994592,321.6557804987981,3.327205933057345,0.23993585201410148,4.1666669845581055,32.558697333702675
regrama,1,17,9,8,1210.8290571732955,361.90287642045456,3.3509928313168613,0.2462990473617207,3.345959706739946,33.85139291936701
regrama,1,18,9,9,995.840087890625,309.6018880208333,3.2212435404459634,0.2512366443872452,3.472222328186035,34.915428415934244
regrama,1,19,10,9,899.6019620028409,290.6666620427912,3.1033365726470947,0.24394845962524414,3.2828283960169014,34.02171429720792
regrama,1,20,10,10,701.4008992513021,241.0990956624349,2.922770961125692,0.2622331102689107,3.2407408555348716,34.71766637166341
cpr,1,0,0,0,2760.022532145182,583.5120493570963,4.961761832237244,0.339789258937041,0.0,10.063751856486002
cpr,1,1,1,0,2282.7682059151784,431.62735639299666,5.354744400296893,0.32821046880313326,0.5952381236212594,10.44942501613072
